,Number,Title,Overview,Genres
,9428,Capote,biopic writer truman capote assignment new yorker write non fiction book cold blood,Crime
,9429,Strange Days,set year last days old millennium movie tell story lenny nero ex cop deal data discs contain record memories emotions one day receive disc contain memories murderer kill prostitute lenny investigate pull deeper deeper whirl blackmail murder rape survive solve case,Crime
,9430,Mike's New Car,mike discover top rank laugh collector monsters inc benefit particular earn enough money buy six wheel drive car load gadgets new car smell last long enough however sulley jump start ill fat road test teach mike true mean buyer remorse,Animation
,9431,Cannibal Holocaust,new york university professor return rescue mission amazon rainforest footage shoot lose team documentarians make film area local cannibal tribes,Horror
,9432,Supergirl,lose powerful orb kara superman cousin come earth retrieve instead find wicked witch,Adventure
,9433,Sword Art Online: The Movie - Ordinal Scale,people everywhere enjoy new game call ordinal scale armmorpg develop exclusively augma new wearable console design ar augment reality game players idea nightmare virtual world start spread reality fellow players find danger hero call upon,Action
,9434,The Italian Job,charlie get job leave prison find one friends attempt high risk job torino italy right nose mafia charlie friend get far charlie take job use three mini cooper couple jaguars bus hop bring torino standstill steal fortune gold escape chaos,Action
,9435,Species: The Awakening,scientist dr holander take niece miranda mexico attempt reverse effect alien dna use create however treatment go horribly wrong set miranda kill spree set find mate,Horror
,9436,Dead Man Walking,justice drama base true story man death row last days form strong relationship nun teach forgiveness give spirituality accompany execution,Drama
,9437,My Best Friend's Wedding,receive word longtime platonic pal michael neal get marry debutante kimberly wallace food critic julianne potter realize true feel michael set sabotage wed,Comedy
,9438,The Debt Collector,classically train martial artist go work debt collector mob job seem easy enough one lient pull situation deeper could ever expect,Action
,9439,Revolt,story humankind last stand cataclysmic alien invasion set war ravage african countryside soldier french foreign aid worker team survive alien onslaught bond test search refuge across crumble world,Action
,9440,Dark Crimes,polish detective become suspicious controversial author incidents describe unpublished novel resemble inner work unsolved murder,Crime
,9441,The Sting,set intricate caper deal ambitious small time crook veteran con man seek revenge vicious crime lord murder one gang,Comedy
,9442,Boyz n the Hood,boyz hood popular successful film social criticism john singleton condition south central los angeles teenagers involve gun fight drug deal daily basis,Crime
,9443,Red Dawn,city washington state awaken surreal sight foreign paratroopers drop sky shockingly invade hometown initial target quickly without warn citizens find prisoners town enemy occupation determine fight back group young patriots seek refuge surround woods train reorganize guerrilla group fighters,War
,9444,Halloween: The Curse of Michael Myers,six years ago michael myers terrorize town haddonfield illinois niece jamie lloyd disappear jamie kidnap bunch evil druids protect michael myers six years later jamie escape give birth michael child run haddonfield get dr loomis help,Horror
,9445,The Lost City of Z,true life drama center british explorer col percy fawcett discover evidence previously unknown advance civilazation amazon disappear whilst search,Adventure
,9446,Thunder and the House of Magic,thunder abandon young cat seek shelter storm stumble strangest house imaginable own old magician inhabit dazzle array automatons gizmos everyone welcome new addition troupe jack rabbit maggie mouse plot evict thunder situation get worse magician land hospital scheme nephew see chance cash sell mansion young hero determine earn place enlist help wacky magician assistants protect magical new home,Family
,9447,Curiosa,passionate love story set backdrop sexual freedom loosely base relationship century author pierre ys marie de regnier,History
,9448,Broken City,break city rife injustice ex cop billy taggart seek redemption revenge double cross frame powerful figure mayor billy relentless pursuit justice match streetwise toughness make unstoppable force mayor worst nightmare,Thriller
,9449,Banshee Chapter,trail miss friend experiment mind alter drug young journalist aid rogue counter culture writer silence lamb find draw dangerous world top secret government chemical research mystery disturb radio signal unknown origin fast pace thriller blend fact fiction banshee chapter base real document actual test subject testimony uncover secrets covert program run cia,Horror
,9450,On Body and Soul,two introvert people find pure chance share dream every night puzzle incredulous bite frighten hesitantly accept strange coincidence try recreate broad daylight happen dream,Drama
,9451,Napoleon Dynamite,listless alienate teenager decide help new friend win class presidency small western high school must deal bizarre family life back home,Comedy
,9452,Dragon Ball Z: The World's Strongest,evil dr kochin use dragon ball resurrect mentor dr wheelo effort take world dr wheelo body destroy avalanche kill fifty years desire body strongest fighter world new vessel believe roshi world strongest warrior dr kochin abduct bulma force roshi surrender save goku hear abduction go rescue,Action
,9453,By The Grace of God,alexandre live lyon wife children one day discover chance priest abuse scout always officiate children start fight quickly join francois emmanuel also victims priest release word suffer,Drama
,9454,High Plains Drifter,gunfighting stranger come small settlement lago gun three gunmen try kill townsfolk decide hire stranger hold three outlaw way,Western
,9455,Pompeii,milo slave turn gladiator find race time save true love cassia beautiful daughter wealthy merchant unwillingly betroth corrupt roman senator mount vesuvius erupt torrent blaze lava milo must fight way arena order save beloved magnificent pompeii crumble around,Action
,9456,How to Lose a Guy in 10 Days,advice columnist andie anderson try push boundaries write new piece get man leave days editor lana love andie go find man use experiment enter executive ben berry confident romantic prowess think make woman fall love days andie ben meet plan backfire,Comedy
,9457,National Lampoon's Loaded Weapon 1,la detective murder microfilm recipe make cocaine cookies lethal weapon style cop team try find stop fiends dope nation distribute war via wilderness girls cookie drive,Comedy
,9458,Custody,midst divorce miriam besson decide ask exclusive custody son order protect father accuse violence judge charge file grant share custody father consider abuse take hostage parent julien besson everything prevent worst happen,Drama
,9459,Trapped,daughter kidnap experience nappers bacon love jennings theron townsend turn table seemingly foolproof plan,Action
,9460,Chloe,doctor hire escort seduce husband suspect cheat though unforeseen events put family danger,Drama
,9461,Mine,fail assassination attempt soldier find strand desert expose elements must survive dangers desert battle psychological physical toll treacherous condition,Thriller
,9462,Jackass: The Movie,johnny knoxville crazy friends appear big screen first time jackass movie wander around japan panda outfit wreak havoc civilize golf course even stunt involve live alligator johnny knoxvile pal put life risk entertain people time get ready jackass movie,Comedy
,9463,There Is No Place Like Home,big family like one include relatives see often others rarely meet reunite celebrate wed anniversary grandma alba grandpa pietro big villa island move weather condition remain strand island idyll seem,Comedy
,9464,Dirty Work,unemployed recently dump mitch buddy sam start revenge hire business raise sam father need get heart transplant dirty duo bring movie theater manager hire hookers pose dead body live tv ad wealthy developer hire guy trash build condemn problems arise feud ensue,Comedy
,9465,Wheels on Meals,cousins thomas david owners mobile restaurant team friend moby bumble private detective save beautiful sylvia pickpocket,Romance
,9466,Charlie Wilson's War,true story texas congressman charlie wilson covert deal afghanistan efforts assist rebel war soviets unforeseen long reach effect,Comedy
,9467,Hellraiser: Inferno,shady police detective become embroil strange world murder sadism madness assign murder investigation madman know engineer,Crime
,9468,Charlie's Angels,continuation incorporate events original tv series film,Action
,9469,Escape from L.A.,time cataclysmic temblor hit los angeles turn island president view quake sign expel los angeles country make penal colony find guilty moral crimes daughter part resistance movement steal control unit doomsday weapon snake get tap save day,Action
,9470,Assimilate,three friends make web series town discover neighbor kill replace creatures perfect copy victims,Science Fiction
,9471,In the Bedroom,summertime coast maine bedroom center inner dynamics family transition matt fowler doctor practice native maine marry new york bear ruth fowler music teacher son involve love affair local single mother beauty maine brief fleet summer come end character find midst unimaginable tragedy,Drama
,9472,An Elephant Sitting Still,northern chinese city manzhouli say elephant simply sit ignore world manzhouli become obsession protagonists film long escape downward spiral find,Drama
,9473,Astro Boy,set futuristic metro city astro boy atom young robot incredible power create brilliant scientist image son lose unable fulfill creator expectations astro embark journey search acceptance experience betrayal netherworld robot gladiators return save metro city reconcile father reject,Animation
,9474,Loser,university scholarship good natured student midwest get crash course city life deal three evil roommates befriend virtually homeless college student fall date nasty professor,Comedy
,9475,Support the Girls,lisa conroy general manager highway side sport bar curve double whammies nurture protect employees fiercely course one try day optimism batter every direction double whammies sell big weird american fantasy happen reality poke bunch hole,Drama
,9476,Inspector Gadget,john brown bumble well intentioned security guard badly injure explosion plan evil mastermind take laboratory brenda lead robotics surgeon replace damage limbs state art gadgets tool name inspector gadget press john along niece penny trusty dog brain use new power discover behind explosion,Action
,9477,Rounders,young man reform gambler must return play big stake poker help friend pay loan shark,Drama
,9478,Children of the Corn,boy preacher name isaac go town nebraska call gatlin get children murder every adult town,Horror
,9479,The Bad Batch,desert wasteland texas muscle cannibal break one important rule play food,Drama
,9480,Lars and the Real Girl,extremely shy lars find impossible make friends socialize brother sister law worry announce girlfriend meet internet overjoy lars new lady life size plastic woman advice doctor family rest community go along delusion,Comedy
,9481,Zatoichi,zatoichi century blind nomad make live gambler masseur however behind humble facade master swordsman gift lightning fast draw breathtaking precision wander zatoichi discover remote mountain village mercy ginzo ruthless gang leader ginzo dispose anyone get way especially hire mighty samurai ronin hattori bodyguard raucous night gamble town zatoichi encounter pair geishas dangerous beautiful come avenge parent murder paths colorful character intertwine ginzo henchmen soon zatoichi legendary cane sword side stage set rivet showdown,Adventure
,9482,Walk of Shame,reporter dream become news anchor compromise one night stand leave strand downtown without phone car id money hours make important job interview life,Comedy
,9483,When Angels Sleep,honest family man see whole world wobble night drive home accidentally run two teenage girls moment everything power prevent life destroy forever,Thriller
,9484,Red Shoes and the Seven Dwarfs,princes turn dwarf seek red shoe lady order break spell although easy,Animation
,9485,Boys Don't Cry,female bear teena brandon adopt male identity brandon teena attempt find love nebraska,Crime
,9486,Flight Crew,story bravery self sacrifice human dignity put trial merciless power nature young pilot fire military air force disobey absurd order get job co pilot civil airline brutally honest direct best term new colleagues flight asia crew receive distress message volcanic island make decision attempt rescue mission success survive disaster single chance find team stick one another,Drama
,9487,The Frozen Ground,alaska state trooper partner young woman escape clutch serial killer robert hansen bring murderer justice base actual events,Thriller
,9488,Sliver,woman move apartment manhattan learn previous tenant life end mysteriously fell balcony,Drama
,9489,Two Mules for Sister Sara,hogan way reconnaissance future mission capture french fort encounter sister sara nun trouble know hogan accompany sister sara dangerous frontier seek achieve hide goal,Western
,9490,Hesher,young boy lose mother lose touch father world around meet hesher manage make life even chaotic,Drama
,9491,P.S. I Love You,young widow discover late husband leave message intend help ease pain start new life,Drama
,9492,Freddy's Dead: The Final Nightmare,think safe sleep freddy krueger return sixth installment nightmare elm street film psychologist maggie burroughs torment recur nightmares meet patient horrific dream quest answer lead certain house elm street nightmares become reality,Horror
,9493,PK,experimental satire comedy ideas alien city ask question one ask innocent child like question bring catastrophic answer people set ways generations force reappraise world see pk innocent eye process pk make loyal friends powerful foes mend break live anger establishment pk childlike curiosity transform spiritual odyssey millions others offbeat experimental drama ambitious uniquely original exploration complex philosophies also simple humane tale love laughter let go finally move saga friendship strangers worlds apart,Comedy
,9494,K-9,extravagant cop michael dooley need help fight drug dealer try kill friend give dog name jerry lee officer lewis train smell drug help dooley set put enemy behind bar jerry lee personality work want hand dog quite good destroy dooley car house sex life,Action
,9495,Spooks: The Greater Good,handover head counter terrorism harry pearce terrorist escape custody harry disappear soon protege task find happen impend attack london loom eventually uncover deadly conspiracy,Thriller
,9496,The Night of the Hunter,deep south serial kill preacher hunt two young children know whereabouts stash money,Thriller
,9497,Love & Friendship,jane austen novella beautiful cunning lady susan vernon visit estate laws wait colorful rumor dalliances find husband daughter two young men handsome reginald decourcy wealthy sir jam martin severely complicate plan,Comedy
,9498,Vampires,church enlist team vampire hunters hunt destroy group vampires search ancient relic allow exist sunlight,Action
,9499,Sing Street,boy grow dublin escape strain family life start band impress mysterious girl like,Comedy
,9500,The Escort,desperate good story sex addict journalist throw world high class escort start follow stanford educate prostitute,Drama
,9501,Rurouni Kenshin: The Legend Ends,shishio set sail ironclad ship bring meiji government return japan chaos carry kaoru order stop time kenshin train old master learn final technique,Action
,9502,Last Knights,evil emperor execute leader band knight bind duty honour embark journey vengeance come end destroy mortal foe,Action
,9503,They Call Me Jeeg,enzo ceccotti come contact radioactive substance accidently discover superpowers touchy navel gaze introvert sure new capabilities wonder life crime change meet alessia convince hero famous japanese comic strip steel jeeg robot,Action
,9504,Analyze This,countless wiseguy film spoof film center neuroses angst powerful mafia racketeer suffer panic attack paul vitti need help deal role family unlucky shrink dr ben sobel give days resolve vitti emotional crisis turn happy well adjust gangster,Comedy
,9505,Talladega Nights: The Ballad of Ricky Bobby,lifelong friends national idols ricky bobby cal naughton jr earn nascar strip uncanny knack finish race first second slot respectively sling catchphrases like shake bake rival french driver coast onto track challenge record floor retain top dog status,Comedy
,9506,One Piece Film: Strong World,years escape impel legendary pirate shiki golden lion reappear cause massive upheaval marines long seclusion able come scheme bring world government knees way execute plan shiki cross paths straw hat pirate become impress nami knowledge meteorology abduct forcedly enlist crew luffy gang end strange land populate monstrous beasts desperately search shiki nami,Animation
,9507,Zoolander,clear runway derek zoolander three time male model year face fall hippie chic hot right hansel scooters steal year award evil fashion guru mugatu seize opportunity turn derek kill machine well design conspiracy help hansel well choose accessories derek make world safe,Comedy
,9508,Hot Summer Nights,teen wind head deal drug rebellious partner chase young man enigmatic sister summer spend cape cod massachusetts,Drama
,9509,Cinderella Man,true story boxer jim braddock retirement surprise comeback order get family socially poor state,Romance
,9510,Cashback,painful breakup ben develop insomnia kill time start work late night shift local supermarket artistic imagination run wild,Drama
,9511,Mr. Peabody & Sherman,young boy dog happen genius level iq spring action time travel machine steal moments history begin change,Animation
,9512,Testament of Youth,testament youth powerful story love war remembrance base first world war memoir vera brittain become classic testimony war woman point view sear journey youthful hop dream edge despair back film young love futility war make sense darkest time,History
,9513,Safety Not Guaranteed,three magazine employees head assignment interview guy place classify ad seek companion time travel,Comedy
,9514,Bedeviled,group teenagers receive invite download latest smartphone app intelligent personal assistant expect harmless way get directions restaurant recommendations sinister nature app soon reveal torment friends tap darkest fear,Horror
,9515,Rising Sun,prostitute find dead los angeles skyscraper occupy large japanese corporation detectives john conner web smith call investigate although conner previous experience work japan cultural differences make progress difficult security disc show murder turn close scrutiny prove disc doctor detectives realize deal cover well,Action
,9516,Young Mother,period ninteen year old lust repeater jin goo enjoy erotic moment think pretty english tutor one day catch middle embarassing moment become awkward however become opportunity start teach sex replationship become uncontrollable romance however quit tutor relationship get marry time go jin goo grow use thoughtless sex however partner benefit get pregnant meet future mother law talk marriage however beautiful sexy move laws soon break marrige due wife fling mother law know make daughter do jin goo suggest something dangerous,Romance
,9517,The Holy Mountain,mexican master lead christ figure disciples mountain immortal wise men scandal cannes film festival writer director alejandro jodorowsky flood sacrilegious imagery existential symbolism holy mountain spiritual quest enlightenment pit illusion truth alchemist jodorowsky assemble together group people walk life represent planets solar system occult adept intention put recruit strange mystical rites divest worldly baggage embark trip lotus island ascend holy mountain displace immortal gods secretly rule universe,Adventure
,9518,The Virgin Suicides,group male friends become obsess five mysterious sisters shelter strict religious parent,Drama
,9519,Ravenous,upon receive report miss persons fort spencer remote army outpost western frontier capt john boyd investigate arrive new post boyd regiment aid wound frontiersman recount horrify tale wagon train murder suppose guide vicious army colonel go rogue fear worst regiment head wilderness verify gruesome claim,Horror
,9520,Three Colors: Red,part time model valentine meet retire judge live neighborhood run dog first judge gift valentine dog possessive boyfriend allow keep return dog judge house discover listen neighbor phone conversations first valentine outrage debate judge behavior soon lead form strange bond,Drama
,9521,The Darjeeling Limited,three american brothers speak year set train voyage across india plan find bond become brothers like use spiritual quest however veer rapidly course due events involve counter pain killers indian cough syrup pepper spray,Adventure
,9522,Raw Deal,mark kaminsky kick fbi rough treatment suspect wind sheriff small town north carolina fbi chief harry shannon whose son kill mobster name patrovina enlist kaminsky personal vendetta promise reinstatement fbi patrovina take accomplish must go undercover join patrovina gang,Action
,9523,The Ghost Writer,writer stumble upon long hide secret agree help former british prime minister adam lang complete memoirs remote island politician assistant drown mysterious accident director roman polanski tense drama author realize discovery threaten powerful people anything ensure certain episodes lang past remain bury,Thriller
,9524,Certain Women,three strong will women strive forge paths amidst wide open plain american northwest lawyer force subdue trouble client wife mother whose plan construct dream home reveal fissure marriage lonely ranch hand form ambiguous bond young law student,Drama
,9525,Hop,easter bunny teenage son head hollywood determine become drummer rock roll band take fred work slacker hit car,Animation
,9526,The Experiment,das experiment shock psycho thriller potential brutality humans hide even shock fact base actual occurrence psychological experiment stanford university abort prematurely experimenters lose control,Thriller
,9527,Cake,visions member support group kill woman also suffer chronic pain seek widower suicide,Drama
,9528,Barton Fink,renowned new york playwright entice california write movies discover hellish truth hollywood,Comedy
,9529,Tetsuo: The Iron Man,tetsuo iron man japanese cyberpunk film cult film director shinya tsukamoto produce japan home video third film extremely graphic also strikingly film fantasy shoot low budget underground production style first two film revolve around transformation people grotesque hybrids flesh metal tetsuo overwhelm audiovisual experience set brain pound score chu ishikawa complement suitably exaggerate sound effect,Horror
,9530,The Land Before Time VIII: The Big Freeze,dinosaur families get trap valley ice storm one family spike tail dinosaurs volunteer leave since consume food others meanwhile young dinos new adult dinosaur name mr thicknose head bring back friend spike leave friends members species,Adventure
,9531,Let the Right One In,set suburb blackeberg stockholm twelve year old oskar lonely outsider bully school classmates home oskar dream revenge trio bully befriend twelve year old next door neighbor eli appear night snow cover playground outside build,Horror
,9532,The Devil's Candy,struggle painter possess satanic force young family move dream home rural texas,Horror
,9533,Gamer,mind control technology take society storm multiplayer line game call slayers allow players control human prisoners mass scale simon control kable online champion game kable ultimate challenge become regain identity independence defeat game mastermind,Action
,9534,The Girlfriend Experience,chelsea demand call girl whose hour price tag allow live new york lap luxury besides beauty sexual skill chelsea offer clients companionship conversation dub girlfriend experience successful business devote live boyfriend chelsea think make new client rock world,Comedy
,9535,The Bride of Frankenstein,bride frankenstein begin jam whale frankenstein end dr frankenstein kill previously portray want get away mad experiment yet wife kidnap creation frankenstein agree help create new monster time woman,Horror
,9536,Zapped,zoey talented dancer whose organize life rudely disrupt move new step dad three step brothers discover dog train app get boys obey every command soon learn cure hop,Comedy
,9537,Fyre,promise supermodels yacht deliver tent cheese sandwich one man engineer music festival disaster,Documentary
,9538,The Enforcer,dirty harry callahan return time saddle rookie female partner together must stop terrorist group consist angry vietnam veterans,Action
,9539,6 Below: Miracle on the Mountain,adrenaline seek snowboarder get lose massive winter storm back country high sierras push limit human endurance force battle personal demons fight survival,Thriller
,9540,The Bad Lieutenant: Port of Call - New Orleans,terrence mcdonagh new orleans police sergeant start good cop receive medal promotion lieutenant heroism hurricane katrina heroic act mcdonagh injure back later become addict prescription pain medication mcdonagh find involve drug dealer suspect murder family african immigrants,Drama
,9541,Fearless,huo yuan jia become famous martial arts fighter china turn century huo face personal tragedy ultimately fight way darkness define true spirit martial arts also inspire nation son great fighter wish child follow footsteps huo resolve teach fight win,Drama
,9542,Leprechaun 4: In Space,planet distant galaxy power hungry leprechaun hold beautiful alien princess hostage order marry royal title title beloved gold able rule universe make maniacal plan count invade platoon marines earth save princess foil plan accomplish trickster leprechaun stow away orbit spaceship wreak havoc crew attempt recapture bride,Comedy
,9543,Hang 'em High,marshall jed cooper survive hang vow revenge lynch mob leave dangle carry oath vengeance return former job lawman long catch nine men hit list start dispense brand wild west justice,Western
,9544,American Graffiti,couple high school graduate spend one final night cruise strip buddies go college,Comedy
,9545,Mary and Max,tale friendship two unlikely pen pal mary lonely eight year old girl live suburbs melbourne max forty four year old severely obese man live new york mid homely friendless australian girl pick name manhattan phone book write include chocolate bar write back chocolate thus begin year correspondence two ever meet face face,Animation
,9546,Evangelion: 1.0 You Are (Not) Alone,second impact tokyo attack giant creatures call angels seek eradicate humankind child shinji objective fight angels pilot one mysterious evangelion mecha units remake first six episodes gainax famous anime series film retitled evangelion dvd release evangelion release blu ray additional scenes,Animation
,9547,Flatliners,five medical students want find life death plan stop one hearts second thus simulate death bring person back life science fiction thriller early star stud cast,Drama
,9548,A Time to Kill,young lawyer defend black man accuse murder two men rap year old daughter spark rebirth kkk,Crime
,9549,Von Ryan's Express,von ryan express star frank sinatra pow colonel lead dare escape wwii italy take freight train win british soldier find command,Action
,9550,After.Life,follow terrible car crash woman awake find enigmatic mortician prepare burial,Drama
,9551,Why Him?,dad form bitter rivalry daughter young rich boyfriend,Comedy
,9552,Crimson Tide,us nuclear missile sub young first officer stag mutiny prevent trigger happy captain launch missiles confirm order,Thriller
,9553,Arlington Road,threats sinister foreign nationals thing fear bedraggle college professor michael faraday vex increasingly paranoid since wife accidental death botch fbi operation take backseat seemingly american couple set house next door,Crime
,9554,John Q,john quincy archibald father husband whose son diagnose enlarge heart find cannot receive transplant hmo insurance cover therefore decide take hospital full patients hostage hospital put son name donor list,Drama
,9555,The Cider House Rules,homer orphan never adopt become favorite orphanage director dr larch dr larch impart full medical knowledge homer become skilled albeit unlicensed physician homer yearn self choose life outside orphanage homer learn life love cider house destiny dr larch plan,Drama
,9556,It Takes Two,identical year olds different background orphan amanda wealthy alyssa meet summer camp decide switch place play matchmaker alyssa dad roger kind social worker care amanda,Comedy
,9557,Creepshow 2,ec comics inspire weirdness return three tales first wooden statue native american come life exact vengeance murderer elderly owners second four teens strand raft lake blob hungry third hit run woman terrorize hitchhiker accidentally kill really kill,Horror
,9558,Bonnie and Clyde,gangster pair bonnie parker clyde barrow begin rob bank cities eventually kill police shoot,Crime
,9559,Split Second,futuristic london rise sea level mean large areas feet water hauer play cop previously lose partner strange creature creature back,Horror
,9560,Autumn in New York,autumn new york follow sexual exploit keane new york restaurateur infamous verge playboy master commitment seduction run unexpected dead end meet charlotte field charlotte half age twice match year old free spirit yearn get taste excitement adult life,Drama
,9561,"Angus, Thongs and Perfect Snogging",georgia nicolson fourteen live nosey parent understand annoy three year old sister wear beret school would however rather blonde smaller nose boyfriend revolve around hilarious journal entries prepare engulf world soar joy bottomless angst teenager,Comedy
,9562,Jamon Jamon,jose luis executive parent underwear factory girlfriend sylvia work shop floor sylvia become pregnant jose luis promise marry likely wish parent jose luis mother determine break son engagement girl lower class family hire raul potential underwear model would bullfighter seduce sylvia,Comedy
,9563,Dracula 2000,millenium version classic gothic horror find abraham van helsing tangle count dracula past work english antique dealer simon vampire hunter train apprenticeship,Thriller
,9564,Dinner for Schmucks,rise executive tim wagner work boss host monthly dinner guest bring biggest buffoon get career boost tim plan attend meet barry man build dioramas use stuff mice barry blunder good intentions send tim life downward spiral threaten major business deal possibly scuttle tim engagement fiancee,Comedy
,9565,The Duchess,chronicle life century aristocrat georgiana duchess devonshire revile extravagant political personal life,Drama
,9566,Cyborg,martial artist hunt killer plague infest urban dump future,Action
,9567,A Nightmare on Elm Street 3: Dream Warriors,many years since freddy krueger first victim nancy come face face freddy sadistic evil ways nancy grow put frighten nightmares behind help teens cope dream bad freddy decide herald return invade kid dream scar commit suicide,Horror
,9568,Glengarry Glen Ross,glengarry glen ross follow live four unethical chicago real estate agents prepare go lengths legal illegal unload undesirable real estate unwilling prospective buyers,Crime
,9569,The Disappearance of Alice Creed,rich man daughter hold captive abandon apartment two former convict abduct hold ransom exchange father money,Crime
,9570,National Security,two mismatch security guard throw together bust smuggle operation,Action
,9571,War on Everyone,two corrupt cop new mexico set blackmail frame every criminal unfortunate enough cross path things take sinister turn however try intimidate someone dangerous,Action
,9572,Magnum Force,dirty harry callahan san francisco police inspector trail group rogue cop take justice hand shady character murder one another grisly fashion dirty harry stop,Action
,9573,Ikiru,mr watanabe suddenly find terminal cancer vow make final days meaningful attempt communicate anguish son daughter law lead heartbreak finally inspire unselfish co worker turn efforts bring happiness others build playground dreary slum neighborhood park finally complete able face death peaceful acceptance,Drama
,9574,Magic in the Moonlight,set french riviera master magician commission try expose psychic fraud,Comedy
,9575,Nerve,industrious high school senior vee delmonico live life sideline pressure friends join popular online game nerve vee decide sign one dare seem like harmless fun find catch thrill adrenaline fuel competition partner mysterious stranger game begin take sinister turn increasingly dangerous act lead high stake finale determine entire future,Mystery
,9576,Fist Fight,one school teacher get fire challenge school fight,Comedy
,9577,The Painted Veil,british medical doctor fight cholera outbreak small chinese village also trap home loveless marriage unfaithful wife,Romance
,9578,Trench 11,final days wwi shell shock soldier must lead mission deep beneath trench stop german plot could turn tide war,Thriller
,9579,S.W.A.T.: Under Siege,cartel takedown end shootout agent travis hall seize mysterious prisoner take custody long compound siege wave wave assault team attempt recover prisoner know scorpion tattoo blaze across back travis discover prisoner secret ops double agent plant within cartel expert team keep scorpion billion dollar secrets safe,Action
,9580,Security,ex special service veteran luck desperate work take job security guard run mall rough area town first night job open door distraught desperate young girl flee hijack police motorcade transport testify witness trial hot heel psychopathic hijacker team henchmen stop nothing extract eliminate witness,Action
,9581,Battle of Britain,royal air force fight desperate battle might luftwaffe control sky britain thus prevent nazi invasion britain,History
,9582,Conquest of the Planet of the Apes,futuristic world embrace ape slavery caesar son late simians cornelius zira surface almost twenty years hide authorities prepare slave revolt humanity,Action
,9583,Andhadhun,series mysterious events change life blind pianist must report crime actually never witness,Crime
,9584,Snakes on a Plane,america search murderer eddie kim sean jones must fly testify hear kim accompany fbi agent neville flynn flight receive unexpected visitors,Action
,9585,The Infiltrator,customs official uncover massive money launder scheme involve pablo escobar,Crime
,9586,Fighting,small town boy shawn macarthur come new york city nothing barely earn live sell counterfeit goods streets luck change scam artist harvey boarden see natural talent streetfighting harvey offer shawn help make real cash two form uneasy partnership,Action
,9587,The Phantom of the Opera,deform since birth bitter man know phantom live sewers underneath paris opera house fall love obscure chorus singer christine privately tutor terrorize rest opera house demand christine give lead roles things get worse christine meet back childhood acquaintance raoul two fall love,Thriller
,9588,The Adventures of Sharkboy and Lavagirl,everyone always know max wild imagination one believe wildest creations boy raise watchful great white shark girl force volcano real two pint size action master show max even ordinary kid take extraordinary,Adventure
,9589,Justice League: Throne of Atlantis,events justice league war ocean master black manta declare war surface retaliation aftermath apokoliptian tyrant darkseid planetary invasion queen atlanna seek son ocean master half brother arthur curry half human aquatic power knowledge atlantean heritage restore balance live power understand see danger around curry take step embrace destiny join justice league new teammates battle save earth total destruction,Science Fiction
,9590,Tad the Lost Explorer and the Secret of King Midas,tad jones awkward explorer must rescue beloved sara millionaire look king midas necklace,Animation
,9591,Walk With Me,start story bully young female factory worker film amps frighten tropes gradually escalate feverish nightmare evil boss abusive father sibling mysterious death creepy dolls ghost children blood chillingly violent setpieces come together viscerally metaphorically brood tale repression dark side human nature,Horror
,9592,Tokyo Story,elderly shukishi wife tomi take long journey small seaside village visit adult children tokyo elder son koichi doctor daughter shige hairdresser much time spend age parent fall noriko widow younger son kill war keep laws company,Drama
,9593,Me and Earl and the Dying Girl,greg coast senior year high school anonymously possible avoid social interactions like plague secretly make spirit bizarre film earl friend anonymity friendship threaten unravel mother force befriend classmate leukemia,Comedy
,9594,Man on the Moon,film life career eccentric avant garde comedian andy kaufman,Comedy
,9595,Secret of the Wings,tinkerbell wander forbid winter woods meet periwinkle together learn secret wing try unite warm fairies winter fairies help pixie hollow,Animation
,9596,Murder by Numbers,tenacious homicide detective cassie mayweather still green partner work murder case attempt profile two malevolently brilliant young men cold calculate killers whose dark secrets might explain crimes,Crime
,9597,Ruby Sparks,calvin young novelist achieve phenomenal success early career struggle write well romantic life finally make breakthrough create character name ruby inspire calvin find ruby flesh sit couch week later completely flabbergast word turn live breathe person,Comedy
,9598,Justice League: The New Frontier,human race threaten powerful creature combine power superman batman wonder woman green lantern martian manhunter flash stop overcome differences thwart enemy use combine strength newly form justice league,Action
,9599,Amarcord,italian seaside town young titta get trouble friends watch various local eccentrics engage often absurd behavior frequently clash stern father defend dot mother titta witness action wide range character extend family fascist loyalists sensual women certain moments shift fantastical scenarios,Comedy
,9600,Red Cliff,final days han dynasty shrewd prime minster cao convince fickle emperor han way unite china declare war kingdoms xu west east wu south thus begin military campaign unprecedented scale leave hope survival kingdoms xu east wu form unlikely alliance,Action
,9601,Evangelion: 3.0 You Can (Not) Redo,fourteen years third impact shinji ikari awaken world remember age much earth lay ruin nerv dismantle people protect turn befriend enigmatic kaworu nagisa shinji continue fight angels realize fight far even could former ally character struggle continue amidst battle angels spiral could inevitably end world,Animation
,9602,Basic Instinct 2,novelist catherine tramell trouble law scotland yard appoint psychiatrist dr michael glass evaluate though like detective nick curran glass entrance tramell lure seductive game,Crime
,9603,Gulliver's Travels,travel writer lemuel gulliver take assignment bermuda end island liliput tower tiny citizens,Comedy
,9604,Serendipity,although strangers sara jonathan already relationships realize genuine chemistry chance encounter part company soon years later yearn reunite despite destine altar give true love chance find one another,Comedy
,9605,The Call,jordan turner experience operator make error judgment call end badly jordan rattle unsure continue teenager casey welson abduct back man car call jordan one call upon use experience insights quick think help casey escape save make sure man bring justice,Crime
