Number,Genres,Overview,Title,,,,,,,,,,,,
3035,Action,"Deboot of the Power Rangers. Joseph Kahn's take on the FAN FILM. Not a pilot, not a series, not for profit, strictly for exhibition. This is a bootleg experiment not affiliated or endorsed by Saban Entertainment or Lionsgate nor is it selling any product. He claims no rights to any of the characters. This is the NSFW version.",Power/Rangers,,,,,,,,,,,,
3036,Action,"A disgraced basketball coach is given the chance to coach Los Amigos, a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships.",Champions,,,,,,,,,,,,
3037,Thriller,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",The Haunting in Connecticut,,,,,,,,,,,,
3038,Horror,BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.,Resident Evil: Vendetta,,,,,,,,,,,,
3039,Adventure,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",The Three Musketeers,,,,,,,,,,,,
3040,Action,"Former race car driver Brent Magna is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",Getaway,,,,,,,,,,,,
3041,Crime,"Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives.",Baise-moi,,,,,,,,,,,,
3042,Drama,"Dave, a high school senior, spends most of his time pining away over a girl he can?™t have. Aubrey, a junior with artistic aspirations, has a hot boyfriend who doesn?™t quite understand her or seem to care. Although they go to different schools, Dave and Aubrey find themselves at the same party. When both head outside to get some air, they meet. A casual conversation sparks an instant connection, and, over the course of a weekend, things turn magical, romantic, complicated, and funny as Aubrey and Dave discover what it's like to fall in love for the first time.",The First Time,,,,,,,,,,,,
3043,Drama,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",Dangal,,,,,,,,,,,,
3044,Action,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",RoboCop 3,,,,,,,,,,,,
3045,Music,"A swirling, impressionistic portrait of an artist who regretted nothing, writer-director Olivier Dahan's La Vie en Rose stars Marion Cotillard in a blazing performance as the legendary French icon Edith Piaf. From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee (Gerard Depardieu), who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th Century.",La Vie en Rose,,,,,,,,,,,,
3046,Drama,"Gloria is a free-spirited divorcÃ©e who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",Gloria Bell,,,,,,,,,,,,
3047,Horror,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.",Halloween II,,,,,,,,,,,,
3048,Action,"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",Dragonheart 3: The Sorcerer's Curse,,,,,,,,,,,,
3049,Thriller,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",The Time Machine,,,,,,,,,,,,
3050,Drama,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",What Dreams May Come,,,,,,,,,,,,
3051,Action,"Aging samurai Hanshiro Tsugumo arrives at the home of Kageyu Saito and asks to commit a ritual suicide on the property, which Saito thinks is a ploy to gain pity and a job. Saito tells Tsugumo of another samurai, Motome Chijiiwa, who threatened suicide as a stratagem, only to be forced to follow through on the task. When Tsugumo reveals that Chijiiwa was his son-in-law, the disclosure sets off a fierce conflict.",Harakiri,,,,,,,,,,,,
3052,Animation,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",The Black Cauldron,,,,,,,,,,,,
3053,Family,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",Benji,,,,,,,,,,,,
3054,Action,"A briefcase with undisclosed contents ??sought by Irish terrorists and the Russian mob ??makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",Ronin,,,,,,,,,,,,
3055,Comedy,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",Rushmore,,,,,,,,,,,,
3056,Comedy,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",The Change-Up,,,,,,,,,,,,
3057,Animation,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",Garfield: A Tail of Two Kitties,,,,,,,,,,,,
3058,Drama,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo ??welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",We Bought a Zoo,,,,,,,,,,,,
3059,Mystery,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,Mindhunters,,,,,,,,,,,,
3060,Action,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death",Hard to Kill,,,,,,,,,,,,
3061,Action,"Batman, Batgirl and Robin forge an alliance with the Teenage Mutant Ninja Turtles to fight against the Turtles' sworn enemy, The Shredder, who has apparently teamed up with Ra's Al Ghul and The League of Assassins.",Batman vs. Teenage Mutant Ninja Turtles,,,,,,,,,,,,
3062,Animation,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more?”she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it?™s a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she?™ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",Big Fish & Begonia,,,,,,,,,,,,
3063,Comedy,"The National Lampoon name became globally recognized after the monumental success of Animal House?”but before the glory days, it was a scrappy yet divinely subversive magazine and radio show that introduced the world to comedic geniuses like Bill Murray, Chevy Chase, John Belushi, and Gilda Radner. The driving force behind National Lampoon was Doug Kenney (Will Forte), and his truly wild and crazy story unfolds in A Futile and Stupid Gesture from Harvard to Hollywood to Caddyshack and beyond.",A Futile and Stupid Gesture,,,,,,,,,,,,
3064,Comedy,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",Southland Tales,,,,,,,,,,,,
3065,Thriller,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,Headhunters,,,,,,,,,,,,
3066,Drama,"When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court.",Nothing But the Truth,,,,,,,,,,,,
3067,Animation,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,A Scanner Darkly,,,,,,,,,,,,
3068,Comedy,"A stylish suspense thriller that confounds the audience while presenting them with an extraordinary and elusive mystery. Max is a former playboy who has decided to settle down by marrying his current love, Muriel. However, during a business trip, Max catches a glimpse of the great lost love of his life, reviving his wanderlust and sending him off on a chase of the elusive Lisa, whom he had overheard suggesting to a friend that her lover, Daniel, had killed someone for her. Soon, Max is trying to unravel the mystery behind the suspicious death of Daniel's wife, which he hopes will lead him closer to Lisa.",The Apartment,,,,,,,,,,,,
3069,Drama,"The story is set at the times of Peter the Great?™s reforms. At those times when an emerging empire was wreaking havoc on provincial medievalism. The times were the melting pot of everything ??of beliefs and of nations. The history of Russian Asia was made by captive Swedes, outlanders, Bokharan merchants, civil servants and officers, convicts, architects and chroniclers, Chinese smugglers, shamans and escaped dissenters, Orthodox missionaries and warlike steppe-dwellers Jungars.",The Conquest Of Siberia,,,,,,,,,,,,
3070,Comedy,"A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",The Voices,,,,,,,,,,,,
3071,Animation,The movie follows a 4-year old boy who is struggling to cope with the arrival of a little sister in the family until things turn magical. A mysterious garden in the backyard of the boy's home becomes a gateway allowing the child to travel back in time and encounter his mother as a little girl and his great-grandfather as a young man. These fantasy-filled adventures allow the child to change his perspective and help him become the big brother he was meant to be.,Mirai,,,,,,,,,,,,
3072,Drama,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",The Juror,,,,,,,,,,,,
3073,Science Fiction,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",IO,,,,,,,,,,,,
3074,Romance,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",The Five-Year Engagement,,,,,,,,,,,,
3075,Drama,"During a dinner, a group of friends decide to share whatever text message or phone call they will receive during the evening - and all hell breaks loose.",Perfect Strangers,,,,,,,,,,,,
3076,Drama,A victim of the Boston Marathon bombing in 2013 helps the police track down the killers while struggling to recover from devastating trauma.,Stronger,,,,,,,,,,,,
3077,Crime,"After a break-in at their house, a couple gets help from one of the cops that answered their call. He helps them install the security system, and begins dropping by on short notice and unofficial patrol, and spends a lot of time discussing the couple's problems with the wife. The husband begins wondering if they're getting too much help.",Unlawful Entry,,,,,,,,,,,,
3078,Thriller,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,Abduction,,,,,,,,,,,,
3079,Comedy,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",Animal House,,,,,,,,,,,,
3080,Crime,"Set in the Depression-era Franklin County, Virginia, a bootlegging gang is threatened by authorities who want a cut of their profits.",Lawless,,,,,,,,,,,,
3081,Adventure,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",Ladyhawke,,,,,,,,,,,,
3082,Drama,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",Paper Towns,,,,,,,,,,,,
3083,Action,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,Journey to the Center of the Earth,,,,,,,,,,,,
3084,Comedy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up?”and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the 'friendship', Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behaviour.",The Cable Guy,,,,,,,,,,,,
3085,Crime,"Milos, a retired porn star, leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",A Serbian Film,,,,,,,,,,,,
3086,Comedy,A daredevil designs and operates his own theme park with his friends.,Action Point,,,,,,,,,,,,
3087,Drama,"Young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. Firmly believing herself to be a cyborg, she refuses to consume like a human being. Il-soon is another patient, who catches the eye of Young-goon and soon becomes a close friend. Il-soon is now confronted with the biggest task - to cure Young-goon?™s mental problem and have her eat real food.","I'm a Cyborg, But That's OK",,,,,,,,,,,,
3088,Drama,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",Sense and Sensibility,,,,,,,,,,,,
3089,Horror,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,The Wailing,,,,,,,,,,,,
3090,Drama,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,Billy Lynn's Long Halftime Walk,,,,,,,,,,,,
3091,Drama,Urbane professor Humbert Humbert marries a New England widow to be near her nymphet daughter.,Lolita,,,,,,,,,,,,
3092,Animation,"The Wishbone family is far from happy. With a struggling bookshop, an overworked husband, and two misunderstood teenagers, Emma is at her wit's end trying to be the perfect mom. After dragging her family to a costume party on Halloween night, they are cursed by an evil witch and transformed into a Vampire, a Mummy, a Werewolf, and Frankenstein's monster. Now Emma will fight to keep her Monster Family together and uncover the secret of their curse... eventually leading them to the Prince of Darkness himself, Dracula!",Happy Family,,,,,,,,,,,,
3093,Thriller,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,12 Feet Deep,,,,,,,,,,,,
3094,Thriller,"Laura and John, grieved by a terrible loss, meet in Venice, where John is in charge of the restoration of a church, two mysterious sisters, one of whom gives them a message sent from the afterlife.",Don't Look Now,,,,,,,,,,,,
3095,Drama,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",Misery,,,,,,,,,,,,
3096,Comedy,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",Analyze That,,,,,,,,,,,,
3097,Action,"A race car driver tries to transport an illegal beer shipment from Texas to Atlanta in under 28 hours, picking up a reluctant bride-to-be on the way.",Smokey and the Bandit,,,,,,,,,,,,
3098,Horror,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man?™s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death?™s sinister agenda.",Final Destination 5,,,,,,,,,,,,
3099,Animation,"The Struggle for Time and Space Begins Again...!  The legendary Arceus.  Long ago Arceus granted a fragment of its awesome power as the Jewel of Life to help Michina in the town's hour of need only to be betrayed when it was time for that power to be returned.  After so many years Arceus is about to return to reclaim its power - enraged vengeful and seemingly unstoppable. Not even the combined might of Dialga, Palkia and Giratina can stop Arceus from devastating all existence across multiple dimensions.  But Ash and his companions joining forces with their new friend Sheena, may have discovered the only way to redeem that ancient betrayal. Their journey will be both dangerous and uncertain: even if Ash and his friends can set an old wrong right again will there be time to return the Jewel of Life before Arceus destroys everything and everyone they've ever known?",PokÃ©mon: Arceus and the Jewel of Life,,,,,,,,,,,,
3100,Comedy,"After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",Short Circuit,,,,,,,,,,,,
3101,Thriller,"Sadie, a young female novelist, and an enigmatic woman named Francesca, are enticed by an ex-lover to join him at his Italian villa for a weekend celebration being held to honor the release of Sadie's latest book. Once there, Sadie begins to fear his true intentions as she and Francesca become embroiled in a dangerous game of moral and sexual discovery.",Compulsion,,,,,,,,,,,,
3102,Comedy,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.",Someone Great,,,,,,,,,,,,
3103,Horror,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",Vacancy,,,,,,,,,,,,
3104,Comedy,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",Naked Gun 33?? The Final Insult,,,,,,,,,,,,
3105,Comedy,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",Adventures in Babysitting,,,,,,,,,,,,
3106,Crime,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and ??if he has his way ??every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It?™s enough to intimidate even the bravest, street-hardened cop??except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O?™Mara and Jerry Wooters who come together to try to tear Cohen?™s world apart.",Gangster Squad,,,,,,,,,,,,
3107,Adventure,"Sai Moon-Kin is a rich man who idolizes Lawrence Ng's character in the original Sex and Zen, and works hard to please as many women as he possibly can. When marrying off his retarded son, he finds his son's new wife pretty hot, so he takes her for his own, not knowing that she is the evil Mirage Woman, who knows ""sucking"" magic that's pretty nasty. Tsui's daughter, who dresses like a man and wears chastity belt for the main part of the film, and the righteous Iron Man try to stop Mirage Woman before it's too late, which means that she'll have free rein to ""suck"" anyone she wishes.",Sex and Zen II,,,,,,,,,,,,
3108,Comedy,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",Sneakers,,,,,,,,,,,,
3109,Drama,"Riley is struggling to make friends after transferring to a new high school where her father, Chris, is an English teacher. When she meets Kyla, they quickly becomes close friends. However, the friendship takes a strange turn when Riley learns that Kyla is obsessed with her dad. Will Kyla successfully seduce Chris and start a twisted new life with him by removing everyone in her path, or will Riley be able to save her father from Kyla?™s treacherous plot before it?™s too late?","My Teacher, My Obsession",,,,,,,,,,,,
3110,Comedy,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",Broken Flowers,,,,,,,,,,,,
3111,Crime,"Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, has a job teaching school and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent.",The Long Kiss Goodnight,,,,,,,,,,,,
3112,Action,"In the year 10,191, the world is at war for control of the desert planet Dune?”the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",Dune,,,,,,,,,,,,
3113,Animation,"Littlefoot and his friends are constantly being bullied and browbeaten by three teenage dinosaurs: Hyp, a Hypsilophodon; Nod, a Nodosaurus; and Mutt, a Muttaburrasaurus. However, when a shower of meteorites (flying rocks) impacts near the Great Valley and causes a rock slide in the Mysterious Beyond, which blocks the water supply of the Great Valley, Hyp, Nod, and Mutt are no longer the biggest worry of Littlefoot and his friends. The increasing lack of water causes conflicts between the inhabitants of the Great Valley, who have lived in relative peace and harmony until this event.",The Land Before Time III: The Time of the Great Giving,,,,,,,,,,,,
3114,Comedy,Four lifelong friends have their lives forever changed after reading Fifty Shades of Grey in their monthly book club.,Book Club,,,,,,,,,,,,
3115,Drama,"A Bridge Too Far tells the story of Operation Market Garden, the failed attempt by the allies to end the war quickly by securing three bridges in Holland and allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German Panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine, the titular 'bridge too far') was doomed to failure.",A Bridge Too Far,,,,,,,,,,,,
3116,Action,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",Gridiron Gang,,,,,,,,,,,,
3117,Drama,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",Doubt,,,,,,,,,,,,
3118,Action,"Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",Death Race: Inferno,,,,,,,,,,,,
3119,Music,"The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".",Three Little Pigs,,,,,,,,,,,,
3120,Horror,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","As Above, So Below",,,,,,,,,,,,
3121,Animation,"Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas. Stubborn old Donald tries in vain to resist the joys of the season, and Mickey and Pluto learn a great lesson about the power of friendship.",Mickey's Twice Upon a Christmas,,,,,,,,,,,,
3122,Action,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",Dragon Ball Z: Bio-Broly,,,,,,,,,,,,
3123,Horror,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",The Final Destination,,,,,,,,,,,,
3124,Action,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",Innerspace,,,,,,,,,,,,
3125,Comedy,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",#RealityHigh,,,,,,,,,,,,
3126,Adventure,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin by Japanese forces firsthand.",Australia,,,,,,,,,,,,
3127,Adventure,"One day, robot Robby enters into a life of the most creative little boy, Toby. Robby had been separated from his robot parents when his spaceship crashed. Toby decides to offer his help and the two of them become friends.",Robby and Toby's Fantastic Voyager,,,,,,,,,,,,
3128,Science Fiction,"The story revolves around a man trying to uncover the mysterious death of his girlfriend and save an innocent man from the death chamber in the process, by using his unique power to time travel. However in attempting to do this, he also frees a spiteful serial-killer.",The Butterfly Effect 3: Revelations,,,,,,,,,,,,
3129,Comedy,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",Rock of Ages,,,,,,,,,,,,
3130,Science Fiction,"Two colleagues at a revolutionary research lab design technology to improve and perfect romantic relationships. As their work progresses, their discoveries become more profound.",Zoe,,,,,,,,,,,,
3131,Drama,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said - a Jew, African, and an Arab - give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point.",La Haine,,,,,,,,,,,,
3132,Science Fiction,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,Kill Switch,,,,,,,,,,,,
3133,Comedy,"A couple of two-bit thieving brothers try and keep a promise to their dying father: stick together and become successful outlaws. Bambino reluctantly agrees to show younger Trinity the ropes, but their gentle demeanors tend to diminish their haul by repeatedly helping the selfsame family they initially held up. Fun ensues in town and at the local Spanish mission where they are taken for federal agents, mistakenly so identified by Trinity's young love interest, daughter of the aforementioned family.",Trinity Is Still My Name,,,,,,,,,,,,
3134,Crime,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,The Secret in Their Eyes,,,,,,,,,,,,
3135,Drama,"When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance.",Frankie and Johnny,,,,,,,,,,,,
3136,Comedy,Four incompetent British terrorists set out to train for and commit an act of terror.,Four Lions,,,,,,,,,,,,
3137,Drama,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.",Rust and Bone,,,,,,,,,,,,
3138,Crime,Three officers are assigned to go undercover and join a mission to capture Den Donovan.,Tango One,,,,,,,,,,,,
